C052L_healthy,1.0,2.9422,0.23712261,0.22582968,0.03467499,0.16303153,0.56397444,0.59949195,0.20455517,0.13262582,0,0,0,0,42,0,0,0,0,0,0,9,0,0,0,37,0,0,0,0,0,0,0,5,0,0,0,0,0,1
C052L_healthy,1.0,4.4133000000000004,0.225906,0.21512958,0.028795334,0.15679017,0.5195026,0.53814137,0.25754985,0.12419592,0,52,0,0,3,0,0,0,0,0,0,17,0,0,0,31,8,3,0,0,0,0,0,22,0,0,0,0,0,5
C052L_healthy,1.0,4.5072,0.23896664,0.22765419,0.034176864,0.1645441,0.55142605,0.56655216,0.46330008,0.122053765,0,39,0,0,18,0,0,0,0,0,0,21,0,0,0,46,0,4,0,0,0,0,0,14,2,0,0,0,0,0
C052L_healthy,1.0,4.382000000000001,0.22414654,0.21355392,0.03429283,0.15564556,0.52737916,0.5484472,0.60838336,0.12027321,0,69,0,0,2,0,0,0,0,0,0,15,0,0,0,28,2,5,0,0,0,0,0,15,0,0,0,0,0,4
C052L_healthy,1.0,5.9157,0.24119936,0.22990865,0.03648437,0.16585167,0.5530172,0.57489884,0.64603233,0.13330957,0,5,0,0,75,0,0,0,0,0,0,20,0,0,0,40,0,18,0,0,0,0,0,21,10,0,0,0,0,0
C052L_healthy,1.0,5.8218000000000005,0.22042279,0.20976858,0.030804422,0.15318169,0.57088596,0.5830642,0.509133,0.107190214,0,52,0,0,17,2,0,0,0,0,3,18,0,0,0,18,1,36,0,0,0,0,0,27,9,0,0,0,0,3
C052L_healthy,1.0,7.3555,0.21766691,0.20711002,0.029420838,0.15066087,0.5506137,0.57833683,0.57809865,0.117681876,0,25,0,0,13,0,0,0,0,0,1,26,0,0,0,52,0,70,0,0,0,0,0,34,6,0,0,0,0,8
C052L_healthy,1.0,7.0112000000000005,0.21693574,0.20621958,0.03332054,0.15139617,0.57770646,0.5835597,0.4578302,0.095558204,0,32,0,0,15,0,0,0,0,0,0,29,0,0,0,38,0,71,0,0,0,0,0,29,8,0,0,0,0,2
C052L_healthy,1.0,7.2929,0.20529929,0.19531427,0.03330064,0.14214687,0.5443585,0.55092704,0.52748686,0.09235988,0,59,0,0,6,1,0,0,0,0,8,16,0,0,0,36,0,57,0,0,0,0,0,35,8,0,0,0,0,7
C052L_healthy,1.0,6.886,0.21945071,0.20872733,0.036062874,0.15246074,0.59336007,0.6015029,0.05579391,0.10438656,0,31,0,0,22,2,0,0,0,0,1,13,0,0,0,55,0,51,0,0,0,0,0,19,17,0,0,0,9,0
C052L_healthy,1.0,9.765600000000001,0.22499645,0.21406686,0.03593421,0.1544891,0.58652294,0.59860605,0.49160135,0.104165286,0,26,0,0,24,0,0,0,0,0,4,33,0,0,0,71,0,88,0,0,0,0,0,33,23,0,5,0,3,2
C052L_healthy,1.0,11.205400000000001,0.21215323,0.2020309,0.03430324,0.14589271,0.5337766,0.54529876,0.43260732,0.10179759,0,35,0,0,31,0,0,0,1,0,5,25,0,0,0,53,0,116,0,0,0,0,0,37,28,0,10,0,14,3
C052L_healthy,1.0,15.1179,0.21068192,0.20070095,0.031677313,0.14377199,0.5423996,0.5571197,0.65976197,0.086508125,0,35,0,0,47,0,2,0,0,0,2,18,47,0,0,91,4,79,0,0,0,0,0,31,31,0,6,3,63,24
C052L_healthy,1.0,19.7503,0.19428888,0.18491118,0.029354261,0.13357385,0.49836713,0.51345867,0.40541467,0.085766844,0,61,0,0,26,6,3,2,2,0,49,18,0,0,0,107,6,118,0,0,0,0,0,76,43,0,4,30,49,31
C052L_healthy,1.0,19.1869,0.20051515,0.19092546,0.03428904,0.13780053,0.5055309,0.5243928,0.46012658,0.08203966,0,68,0,0,50,1,2,0,0,0,46,13,6,0,0,107,1,108,0,0,0,0,0,63,20,0,6,24,68,30
C052L_healthy,1.0,20.407600000000002,0.2232114,0.2124271,0.03271016,0.15287863,0.5524587,0.5650976,0.53372604,0.09221348,0,23,0,0,45,12,0,0,0,0,33,0,175,0,0,89,0,60,0,0,0,0,0,15,47,0,0,0,146,7
C052L_healthy,1.0,20.1572,0.23885576,0.2273753,0.041940395,0.1627573,0.60178787,0.6126252,0.6344054,0.09091321,0,1,0,0,34,0,0,0,0,0,8,0,308,0,3,21,0,41,0,0,0,0,0,0,34,0,0,0,194,0
